0	7
0	19
0	27
0	29
0	30
0	31
0	32
0	41
0	44
0	52
0	54
0	66
0	74
0	77
0	79
0	80
0	88
0	91
0	98
0	102
0	109
0	112
0	113
0	116
0	121
0	131
0	138
0	141
0	148
0	153
0	154
0	157
0	162
0	163
0	166
0	171
0	172
0	178
0	180
0	182
0	202
0	203
0	208
0	209
0	210
0	211
0	212
0	214
0	220
0	224
0	225
0	233
0	242
0	252
0	260
0	261
0	266
0	267
0	271
0	278
0	323
0	326
0	327
0	328
0	334
0	335
0	342
0	344
0	350
0	353
0	364
0	366
0	370
0	375
0	381
0	386
0	387
0	388
0	401
0	419
0	421
0	434
0	436
0	437
0	438
0	452
0	456
0	468
0	471
0	483
0	490
0	493
0	495
0	498
0	503
0	508
0	515
0	519
0	524
0	535
0	537
0	539
0	541
0	545
0	547
0	557
0	559
0	568
0	571
0	573
0	574
0	581
0	582
0	587
0	588
0	602
0	610
7	0
7	31
7	52
7	66
7	88
7	98
7	267
7	327
7	335
7	342
7	350
7	401
7	456
7	515
7	535
7	547
7	557
7	573
7	4216
7	4217
7	4218
7	4222
7	4225
7	4229
19	0
19	138
19	335
19	436
19	3002
27	0
27	41
27	163
27	242
27	334
27	434
27	1417
27	1432
27	2112
27	3070
27	3631
27	3898
27	3899
27	5002
27	5119
27	5120
27	5121
27	5123
27	5125
27	5126
27	5127
27	5131
27	5132
27	5136
27	5138
27	5139
27	5141
27	5142
27	5143
27	5147
27	5148
27	5150
27	5152
27	5153
27	5155
27	5156
27	5157
27	5159
29	0
29	31
29	98
29	138
29	242
29	267
29	547
29	557
29	559
29	1431
29	3827
29	5175
29	5180
29	5191
29	5192
29	5204
29	5209
29	5214
30	0
30	116
30	148
30	180
30	327
30	387
30	456
30	483
30	1149
30	1431
30	2315
30	3287
30	3592
30	3827
30	3844
30	3985
30	4103
30	5215
30	5216
30	5219
30	5221
30	5222
30	5228
30	5230
30	5231
30	5233
31	0
31	7
31	29
31	52
31	66
31	88
31	98
31	138
31	172
31	202
31	212
31	220
31	242
31	267
31	327
31	335
31	342
31	350
31	375
31	386
31	456
31	515
31	535
31	547
31	557
31	559
31	568
31	573
31	615
31	1545
31	3776
31	3997
31	4165
31	4217
31	5175
31	5192
31	5204
31	5209
31	5235
31	5236
32	0
32	112
32	220
32	267
32	1431
32	1543
32	2319
32	3584
32	5261
32	5262
32	5263
32	5264
32	5265
32	5266
32	5268
32	5269
32	5270
32	5272
32	5273
32	5274
41	0
41	27
41	98
41	153
41	154
41	163
41	172
41	203
41	212
41	220
41	267
41	334
41	342
41	401
41	434
41	483
41	495
41	574
41	582
41	615
41	638
41	956
41	1149
41	1186
41	1417
41	1431
41	1432
41	1499
41	1805
41	2241
41	2554
41	3070
41	3571
41	3689
41	3865
41	3870
41	3930
41	3965
41	3988
41	4092
41	4177
41	4756
41	5131
41	5132
41	5141
41	5143
41	5216
41	5235
41	5275
41	5653
41	5654
41	5655
41	5656
41	5657
41	5658
41	5661
41	5662
41	5663
41	5664
41	5665
41	5666
41	5667
41	5668
41	5669
41	5670
41	5672
41	5673
41	5674
41	5675
41	5677
41	5678
41	5680
41	5681
41	5683
41	5689
41	5692
41	5694
41	5695
41	5696
41	5697
41	5698
41	5699
41	5702
41	5703
41	5705
41	5706
41	5710
41	5711
41	5714
41	5715
41	5716
41	5718
41	5719
41	5720
41	5725
41	5726
41	5727
41	5728
41	5729
41	5732
41	5733
41	5734
41	5735
41	5736
41	5737
41	5739
41	5740
41	5741
41	5742
41	5746
41	5748
41	5749
41	5750
41	5751
41	5753
41	5754
41	5757
41	5758
41	5759
41	5762
41	5763
41	5764
41	5765
41	5767
41	5768
41	5773
41	10237
41	28319
44	0
44	153
44	182
44	203
44	209
44	220
44	323
44	327
44	386
44	388
44	483
44	498
44	535
44	615
44	1149
44	1186
44	1431
44	1545
44	2315
44	3287
44	3571
44	3584
44	3646
44	3707
44	3762
44	3791
44	3843
44	3870
44	3946
44	3985
44	3988
44	3989
44	4166
44	4177
44	5233
44	5269
44	5273
44	5275
44	5432
44	5868
44	5882
44	5888
44	5954
44	5956
44	5958
44	5998
44	6002
44	9851
52	0
52	7
52	31
52	66
52	88
52	98
52	138
52	172
52	267
52	327
52	335
52	342
52	350
52	375
52	456
52	515
52	535
52	547
52	557
52	559
52	573
52	1149
52	4165
52	4216
52	4217
52	5235
52	5236
52	5664
52	6110
52	6111
52	6112
52	6113
52	6116
52	6117
52	6118
52	6119
52	6120
52	6122
52	6124
52	6126
52	6131
52	6133
52	6134
52	6135
52	6136
52	6137
52	6142
52	6144
52	6145
52	6150
52	6152
52	6153
52	6154
52	6155
52	6156
52	6157
52	6158
52	6159
52	6160
52	6162
54	0
54	267
54	956
54	1081
54	1149
54	2315
54	3557
54	3682
54	3827
54	3835
54	3843
54	4045
54	4104
54	6210
54	6211
54	6215
54	6219
66	0
66	7
66	31
66	52
66	79
66	88
66	98
66	109
66	116
66	138
66	148
66	172
66	212
66	233
66	242
66	267
66	327
66	335
66	342
66	350
66	375
66	381
66	456
66	515
66	519
66	535
66	547
66	557
66	559
66	573
66	1142
66	4081
66	5219
66	5235
66	5812
66	6112
66	6248
66	6591
66	6691
66	6701
66	6703
66	6711
66	6714
66	6716
66	6723
66	6731
66	6732
66	6735
66	6739
66	6742
66	6743
66	6745
74	0
74	7247
74	7250
77	0
77	141
77	148
77	203
77	387
77	539
77	1431
77	3086
77	3691
77	3725
77	3736
77	3776
77	3930
77	4045
77	4103
77	4104
77	7287
77	7290
77	7291
77	7292
77	7293
79	0
79	66
79	3847
79	4483
79	6484
79	6743
79	7307
79	7314
79	7315
79	7318
79	7321
79	7323
80	0
80	971
80	7327
88	0
88	7
88	31
88	52
88	66
88	98
88	138
88	172
88	220
88	267
88	327
88	335
88	342
88	350
88	456
88	515
88	535
88	547
88	557
88	615
88	956
88	1431
88	2734
88	3023
88	3988
88	5106
88	5233
88	6112
88	8042
88	8048
88	8059
88	8063
88	8067
88	8071
88	8073
91	0
91	730
91	8141
91	8149
91	8150
91	8151
91	8154
91	8157
91	8158
91	8160
91	8162
91	8166
91	8167
91	8177
91	8182
98	0
98	7
98	29
98	31
98	41
98	52
98	66
98	88
98	138
98	153
98	172
98	211
98	267
98	327
98	335
